SCENE,KEY,SENTENCE,SPEAKER,SHOW,Sarcasm,Sarcasm_Type
1_11773,1_11773_c_02,Do you want to say it?,SHELDON,BBT,,
1_11773,1_11773_c_03,Let's say it together.,AMY,BBT,,
1_11773,1_11773_c_04,We're getting a turtle!,SHELDON,BBT,,
1_11773,1_11773_u,This is why I've been saying we should keep champagne on ice.,PENNY,BBT,1,PRO
1_1180,1_1180_c_00,"Yeah, sure.",PENNY,BBT,,
1_1180,1_1180_c_01,I don't like bear claws.,SHELDON,BBT,,
1_1180,1_1180_c_02,"Hey, Penny.",PERSON,BBT,,
1_1180,1_1180_c_03,Dumbass.,PERSON,BBT,,
1_1180,1_1180_c_04,Leslie Winkle.,SHELDON,BBT,,
1_1180,1_1180_c_05,"Of all the overrated physicists in all the labs in all the world, why does it have to be Leslie Winkle?",SHELDON,BBT,,
1_1180,1_1180_c_06,"They have a lot in common. I mean, they're both scientists.",PENNY,BBT,,
1_1180,1_1180_u,"Oh, please. The only way she could make a contribution to science would be if they resumed sending chimps into space.",SHELDON,BBT,1,PRO
1_1185,1_1185_c_00,"I'm sorry about all of Sheldon's interruptions.
He can be a bit of an eccentric.",LEONARD,BBT,,
1_1185,1_1185_c_01,"If by ""eccentric"" you mean passive-aggressive East Texas blowhole, I agree.",PERSON,BBT,,
1_1185,1_1185_u,I think tonight was a very good start.,LEONARD,BBT,0,NONE
1_11885,1_11885_c_00,Glad you guys could make it.,PERSON,BBT,,
1_11885,1_11885_c_01,Of course.,LEONARD,BBT,,
1_11885,1_11885_c_02,"Wow, it looks really pretty in here.",PENNY,BBT,,
1_11885,1_11885_u,"Yeah, turns out half a dozen menorahs really sets a mood.",PERSON,BBT,1,PRO
1_11889,1_11889_c_00,Hi. Hello.,SHELDON,BBT,,
1_11889,1_11889_c_01,"Oh, and a special hello to Leonard, who needs to be mentioned by name.",SHELDON,BBT,,
1_11889,1_11889_c_02,Subtle.,LEONARD,BBT,,
1_11889,1_11889_c_03,"But you got it, right?",SHELDON,BBT,,
1_11889,1_11889_c_04,"Hey, guys.",HOWARD,BBT,,
1_11889,1_11889_c_05,Hey. Hi. Hello.,PENNY,BBT,,
1_11889,1_11889_c_06,"I just want everyone to know, uh, tonight's not a sad occasion.",HOWARD,BBT,,
1_11889,1_11889_u,"Yeah, we just want to have the kind of dinner that we've all had here so many times before.",BERNADETTE,BBT,0,NONE
1_1189,1_1189_c_00,That's enough.,PERSON1,BBT,,
1_1189,1_1189_c_01,Call me.,PERSON1,BBT,,
1_1189,1_1189_c_02,Right.,LEONARD,BBT,,
1_1189,1_1189_c_03,"Okay, good night.",PENNY,BBT,,
1_1189,1_1189_c_04,What?,PERSON2,BBT,,
1_1189,1_1189_c_05,Had a great time. Ciao.,PENNY,BBT,,
1_1189,1_1189_u,"I'm sorry, I am not going back to the Renaissance fair.",SHELDON,BBT,0,NONE
1_11901,1_11901_c_00,I don't believe it matters what the topic is.,SHELDON,BBT,,
1_11901,1_11901_c_01,"What's crucial for a salon is that we conduct the discussion in an elevated and insightful way. 
It's all about the execution.",SHELDON,BBT,,
1_11901,1_11901_c_02,Of course you'd focus on that rather than the inspiration.,LEONARD,BBT,,
1_11901,1_11901_c_03,"Uh, new salon topic.
What's more important, an idea or its execution?",LEONARD,BBT,,
1_11901,1_11901_c_04,"Oh, that's fun.",BERNADETTE,BBT,,
1_11901,1_11901_u,"Yeah, good for you, Leonard. That's a lovely little notion. Kind of like, I wish I could talk to my uncle in Chicago. Yeah, now stand back while I invent the telephone. Hello? Oh, hold on. Leonard, it's your uncle. He says you just got burned.",SHELDON,BBT,1,PRO
1_11913,1_11913_c_00,I don't think I've eaten that much in my entire life.,PENNY,BBT,,
1_11913,1_11913_u,It's why my people wandered the desert for 40 years. Took that long to walk it off.,HOWARD,BBT,1,PRO
1_11924,1_11924_c_00,"So, I put stickers on everything we're gonna sell.
We just need help taking it all out to the driveway.",BERNADETTE,BBT,,
1_11924,1_11924_c_01,"Can I be in charge of pricing?
I've been going to garage sales my whole life.",AMY,BBT,,
1_11924,1_11924_c_02,Can you believe I got these pantyhose for a nickel?,AMY,BBT,,
1_11924,1_11924_u,"All right, Amy's in charge of pricing and being 75.",HOWARD,BBT,1,PRO
1_11928,1_11928_c_00,"All right, Amy's in charge of pricing and being 75.",HOWARD,BBT,,
1_11928,1_11928_c_01,"Hey, Penny, can you give me a hand with this?",RAJ,BBT,,
1_11928,1_11928_c_02,"Sure. Aw, we had one of these growing up. I used to play all the time.",PENNY,BBT,,
1_11928,1_11928_c_03,"Oh, yeah? I love Ping-Pong.",RAJ,BBT,,
1_11928,1_11928_c_04,"Oh, I meant beer pong.",PENNY,BBT,,
1_11928,1_11928_c_05,"I had a table, too, but I didn't have any friends, so all I did was serve.",AMY,BBT,,
1_11928,1_11928_c_06,"You know, you can leave one side up and play against it.",BERNADETTE,BBT,,
1_11928,1_11928_u,"And if I had a friend, they might have told me that.",AMY,BBT,0,NONE
1_12002,1_12002_c_00,It's not like I was invited to Richard Feynman's house and have anything better to do.,SHELDON,BBT,,
1_12002,1_12002_c_01,Is this how the rest of the night's going to be?,AMY,BBT,,
1_12002,1_12002_c_02,I don't know the future.,SHELDON,BBT,,
1_12002,1_12002_c_03,"Do you think there's a chance that an asteroid could hit the Earth, destroying Feynman's house and everyone in it?",SHELDON,BBT,,
1_12002,1_12002_c_04,"No, Sheldon.",AMY,BBT,,
1_12002,1_12002_u,Then buckle up; you're in for a cranky night.,SHELDON,BBT,0,NONE
1_12083,1_12083_c_00,What's going on in here?,BERNADETTE,BBT,,
1_12083,1_12083_c_01,I am making molecular cocktails. This sphere is actually a cosmopolitan.,HOWARD,BBT,,
1_12083,1_12083_c_02,How do you drink it?,BERNADETTE,BBT,,
1_12083,1_12083_u,"Oh, just put it in your mouth and pop it like a zit.",HOWARD,BBT,0,NONE
1_12202,1_12202_c_00,"Leonard, what time does your mom's plane get in?",PENNY,BBT,,
1_12202,1_12202_c_01,I don't know-- some time tomorrow morning.,LEONARD,BBT,,
1_12202,1_12202_c_02,Don't you want to know for sure?,PENNY,BBT,,
1_12202,1_12202_u,"No need to. As soon as she flies into California airspace, I'll feel a disturbance in the Force.",LEONARD,BBT,1,PRO
1_12275,1_12275_c_00,"I don't want to rush you, but I'm closing a little early tonight.",PERSON,BBT,,
1_12275,1_12275_c_01,Ooh. Hot date?,RAJ,BBT,,
1_12275,1_12275_u,"Uh, no. I overheard Bernadette tell Howard she was making him a meat loaf, and you don't have to not ask me twice.",PERSON,BBT,0,NONE
1_12320,1_12320_c_00,"Okay. Well, then it's settled: small indoor church wedding, black-tie, no butterflies.",LEONARD,BBT,,
1_12320,1_12320_c_01,Sounds perfect. Great.,PENNY,BBT,,
1_12320,1_12320_c_02,You still didn't pick a date.,SHELDON,BBT,,
1_12320,1_12320_c_03,Stay out of it! Shut up!,PENNY,BBT,,
1_12320,1_12320_u,"Oh, yes, we've got the moon and the trees and... Elizabeth McNulty, who apparently died when she was the same age I am.",RAJ,BBT,0,NONE
1_12331,1_12331_c_00,"Stuart: It's just my dad, probably calling to wish me a happy birthday. I'll call him back.",PERSON1,BBT,,
1_12331,1_12331_c_01,You were saying?,PERSON1,BBT,,
1_12331,1_12331_c_02,"Look, Raj, be honest with me. If you want to end things, just do it. Don't expect me to do it for you.",PERSON2,BBT,,
1_12331,1_12331_c_03,End things? I'm trying to tell you that I love you.,RAJ,BBT,,
1_12331,1_12331_c_04,Happy birthday to you.,HOWARD,BBT,,
1_12331,1_12331_u,"Wow, there's a Denny's in Vegas you can actually get married in.",PENNY,BBT,0,NONE
1_1262,1_1262_c_00,"Leonard, this is Tom.",SHELDON,BBT,,
1_1262,1_1262_c_01,"Hi, Tom. Sheldon?",LEONARD,BBT,,
1_1262,1_1262_c_02,Didn't I explain to you about your little mistake in the cafeteria?,LEONARD,BBT,,
1_1262,1_1262_u,You were very clear. As was everyone else at the table.,SHELDON,BBT,0,NONE
1_1296,1_1296_c_00,"They're going to digitally add a supernova.
They say it's the perfect metaphor for my incandescent talent.",RAJ,BBT,,
1_1296,1_1296_c_01,"Right, a ball of hot, flaming gas that collapses upon itself.",SHELDON,BBT,,
1_1296,1_1296_c_02,"Excuse me. Oh, it's my assistant, Trevor.",RAJ,BBT,,
1_1296,1_1296_c_03,Go for Koothrappali.,RAJ,BBT,,
1_1296,1_1296_u,"They gave him an assistant? If I want a new pen, I have to go to the bank with wire cutters.",HOWARD,BBT,1,EMB
1_1466,1_1466_c_00,"Excuse me, Dr. Cooper. I'm Kathy O'Brien.",PERSON,BBT,,
1_1466,1_1466_c_01,"I just finished reading your paper reconciling the black hole information paradox with your theory of string-network condensates, and it just took my breath away.",PERSON,BBT,,
1_1466,1_1466_u,"Maybe when I publish it, I'll include an inhaler.",SHELDON,BBT,1,PRO
1_1470,1_1470_c_00,"Hey, guys, I need to use your TV.",PENNY,BBT,,
1_1470,1_1470_c_01,What's wrong with your TV?,SHELDON,BBT,,
1_1470,1_1470_u,I don't know. It just died. I'm getting a bunch of static.,PENNY,BBT,0,NONE
1_1478,1_1478_c_00,Did I miss anything? Did they kick Giselle off?,LEONARD,BBT,,
1_1478,1_1478_c_01,"Not yet, but her underwater photo shoot was an embarrassment.",RAJ,BBT,,
1_1478,1_1478_u,"Sadly, Mrs. Giselle Wolowitz is sensitive to chlorine. Lucky for her I like my fashion models pruny and bug-eyed.",HOWARD,BBT,1,EMB
1_1484,1_1484_c_00,Who touched myâ€¦,SHELDON,BBT,,
1_1484,1_1484_c_01,Penny! Penny did it.,HOWARD,BBT,,
1_1484,1_1484_c_02,Why would you do that?,SHELDON,BBT,,
1_1484,1_1484_c_03,"I don't know. I was hungry?
What's the big deal?",PENNY,BBT,,
1_1484,1_1484_u,The big deal is that nobody touches food on my plate.,SHELDON,BBT,0,NONE
1_1549,1_1549_c_00,Will you at least stipulate that Star Trek IV: The Voyage Home is inarguably the best?,SHELDON,BBT,,
1_1549,1_1549_c_01,I have three words for you: Wrath of Khan.,RAJ,BBT,,
1_1549,1_1549_c_02,"Thank God, you're here.",HOWARD,BBT,,
1_1549,1_1549_c_03,What's the emergency?,LEONARD,BBT,,
1_1549,1_1549_c_04,I got the Mars Rover stuck in a ditch.,HOWARD,BBT,,
1_1549,1_1549_c_05,Where?,SHELDON,BBT,,
1_1549,1_1549_u,On a dusty highway just outside Bakersfield. Where do you think? On Mars!,HOWARD,BBT,1,PRO
1_1560,1_1560_c_00,So my friend Leonard is gonna take you home.,HOWARD,BBT,,
1_1560,1_1560_c_01,"Okay. Let's go, friend Leonard.",PERSON,BBT,,
1_1560,1_1560_c_02,I'll call ya.,HOWARD,BBT,,
1_1560,1_1560_c_03,So are you a scientist like Howard?,PERSON,BBT,,
1_1560,1_1560_c_04,No one's a scientist like Howard.,LEONARD,BBT,,
1_1560,1_1560_c_05,My mother is so gonna love her.,HOWARD,BBT,,
1_1560,1_1560_u,How nice. Maybe they can carpool when they visit you in federal prison.,SHELDON,BBT,1,PRO
1_162,1_162_c_00,"On the other hand, no arousal.",PERSON,BBT,,
1_162,1_162_c_01,None?,LEONARD,BBT,,
1_162,1_162_c_02,None.,PERSON,BBT,,
1_162,1_162_c_03,Thank you for your time.,LEONARD,BBT,,
1_162,1_162_c_04,Thank you.,PERSON,BBT,,
1_162,1_162_c_05,None at all?,LEONARD,BBT,,
1_162,1_162_u,"Sheldon, if you were a robot, and I knew and you didn't...",HOWARD,BBT,0,NONE
1_1627,1_1627_c_00,"So, we're all standing around looking at the post-op X ray and there it is, clear as day, right in the guy's chest cavity...one of my earrings.",PERSON,BBT,,
1_1627,1_1627_c_01,"Oh, my God, what did you do?",LEONARD,BBT,,
1_1627,1_1627_u,"What do you think I did? I discreetly slipped off the other earring, put it in my pocket and then got the hell out of there!",PERSON,BBT,0,NONE
1_1638,1_1638_c_00,"What, Sheldon? What, Sheldon?! What, Sheldon?!",LEONARD,BBT,,
1_1638,1_1638_c_01,Tell me what you see here.,SHELDON,BBT,,
1_1638,1_1638_u,The blunt instrument that will be the focus of my murder trial?,LEONARD,BBT,1,PRO
1_1666,1_1666_c_00,"it will establish you as the ""alpha"" male.",SHELDON,BBT,,
1_1666,1_1666_c_01,"You see... when a female witnesses an exhibition of physical domination, she produces the hormone oxytocin.",SHELDON,BBT,,
1_1666,1_1666_c_02,"If the two of you then engage in intercourse, this will create the biochemical reaction in the brain which lay people naively interpret as ""falling in love.""",SHELDON,BBT,,
1_1666,1_1666_c_03,Huh,LEONARD,BBT,,
1_1666,1_1666_u,Would it work if I just punched you in the face?,LEONARD,BBT,0,NONE
1_1678,1_1678_c_00,Can you open this for me?,LEONARD,BBT,,
1_1678,1_1678_c_01,Can I see your stitches?,RAJ,BBT,,
1_1678,1_1678_c_02,Sure.,LEONARD,BBT,,
1_1678,1_1678_u,Answering the question once and for all why Wolowitz bailed out of medical school.,RAJ,BBT,0,NONE
1_1722,1_1722_c_00,What are you doing here?,PERSON,BBT,,
1_1722,1_1722_c_01,Hang on. 130 over 80. It's a little high.,SHELDON,BBT,,
1_1722,1_1722_c_02,We can attribute that to the stress of sneaking past the security desk.,SHELDON,BBT,,
1_1722,1_1722_c_03,Where did you get the stethoscope and the blood pressure cuff?,PERSON,BBT,,
1_1722,1_1722_u,My aunt Marion gave them to me for my 12th birthday.,SHELDON,BBT,0,NONE
1_1732,1_1732_c_00,Oh no,PERSON,BBT,,
1_1732,1_1732_c_01,What?,SHELDON,BBT,,
1_1732,1_1732_u,You were right. Your larynx is terribly inflamed. I've never seen anything like it.,PERSON,BBT,1,ILL
1_175,1_175_c_00,"Oh, good Lord.",SHELDON,BBT,,
1_175,1_175_c_01,"God, that's a good song.",LEONARD,BBT,,
1_175,1_175_u,"If you're compiling a mix CD for a double suicide. Oh, I hope that scratching post is for you.",SHELDON,BBT,1,PRO
1_1772,1_1772_c_00,There are always do-overs when my people play sports.,HOWARD,BBT,,
1_1772,1_1772_c_01,Where were you that's more important than Wii bowling night?,SHELDON,BBT,,
1_1772,1_1772_c_02,Actually...,LEONARD,BBT,,
1_1772,1_1772_c_03,"It's rhetorical.
There is nothing more important than Wii bowling night.",SHELDON,BBT,,
1_1772,1_1772_c_04,"Come on, it's just a video game. And we suck at it.",LEONARD,BBT,,
1_1772,1_1772_c_05,Nice motivational speech from the team captain.,SHELDON,BBT,,
1_1772,1_1772_c_06,Where were you?,SHELDON,BBT,,
1_1772,1_1772_u,"""Dave."" Sounds like Leonard's got a new BFF.",HOWARD,BBT,1,PRO
1_1798,1_1798_c_00,You're kidding. You've got lotions and bath oils and soaps. That's the estrogen hat trick.,HOWARD,BBT,,
1_1798,1_1798_c_01,"What it is is a cacophonous assault of eucalyptus, bayberry, cinnamon and vanilla.",SHELDON,BBT,,
1_1798,1_1798_c_02,It's as if my head were trapped in the pajamas of a sultan.,SHELDON,BBT,,
1_1798,1_1798_u,"If you don't like this stuff, let's go next door and build her a bear.",RAJ,BBT,1,PRO
1_1803,1_1803_c_00,"Leonard. Come, join us.",PERSON,BBT,,
1_1803,1_1803_c_01,"Hey, Dave.
And Penny, what a surprise.",LEONARD,BBT,,
1_1803,1_1803_c_02,Dave was just showing me around the university. This place is unbelievable!,PENNY,BBT,,
1_1803,1_1803_c_03,"I know, I've been offering to show you around for a year and a half. You always said you had yoga.",LEONARD,BBT,,
1_1803,1_1803_c_04,I never said that.,LEONARD,BBT,,
1_1803,1_1803_u,"- Maybe I heard you wrong. A lot of words sound like ""yoga.""",LEONARD,BBT,1,PRO
1_182,1_182_c_00,How do I look?,LEONARD,BBT,,
1_182,1_182_c_01,Could you be more specific?,SHELDON,BBT,,
1_182,1_182_c_02,Can you tell I'm perspiring a little?,LEONARD,BBT,,
1_182,1_182_u,No. The dark crescent-shaped patterns under your arms conceal it nicely.,SHELDON,BBT,1,PRO
1_1931,1_1931_c_00,Where are we going?,LEONARD,BBT,,
1_1931,1_1931_c_01,You're driving me to the mall.,SHELDON,BBT,,
1_1931,1_1931_c_02,I'm going to acquire a book that summarizes the current theories in the field of friend-making.,SHELDON,BBT,,
1_1931,1_1931_u,Why don't you just lie down on the floor and swim there?,LEONARD,BBT,1,PRO
1_1973,1_1973_c_00,Ask me why.,SHELDON,BBT,,
1_1973,1_1973_c_01,Do I have to?,LEONARD,BBT,,
1_1973,1_1973_c_02,Of course. That's how you move a conversation forward.,SHELDON,BBT,,
1_1973,1_1973_c_03,Why?,LEONARD,BBT,,
1_1973,1_1973_c_04,The learning opportunities would be abundant.,SHELDON,BBT,,
1_1973,1_1973_c_05,"Additionally, I like having my belly scratched.",SHELDON,BBT,,
1_1973,1_1973_u,I hope I'm a waitress at the Cheesecake Factory for my whole life.,PENNY,BBT,1,PRO
1_1987,1_1987_c_00,Hey.,LEONARD,BBT,,
1_1987,1_1987_c_01,Hey.,PENNY,BBT,,
1_1987,1_1987_c_02,"A little mood lighting, huh?",LEONARD,BBT,,
1_1987,1_1987_u,"When I didn't pay my bill, the Department of Water and Power thought I would enjoy the ambience.",PENNY,BBT,1,EMB
1_2075,1_2075_c_00,Say what?,HOWARD,BBT,,
1_2075,1_2075_c_01,That's basically what I just said.,HOWARD,BBT,,
1_2075,1_2075_c_02,You brought your husband to work. You know the rules.,LEONARD,BBT,,
1_2075,1_2075_c_03,"Mesa thinking yousa looking pretty sad now too, betcha, betcha.",LEONARD,BBT,,
1_2075,1_2075_c_04,"Leonard, it's 1:00. Weren't you going to show me your laboratory at 1:00?",PERSON,BBT,,
1_2075,1_2075_u,There's no hurry. Tell them more about their secret love for each other.,LEONARD,BBT,0,NONE
1_2119,1_2119_c_00,but wait to be captured or killed.,HOWARD,BBT,,
1_2119,1_2119_c_01,"That's the worst part, the waiting.",PERSON,BBT,,
1_2119,1_2119_c_02,All the while knowing that there's a paint pellet out there with your name on it.,HOWARD,BBT,,
1_2119,1_2119_c_03,The big wet ball of death.,PERSON,BBT,,
1_2119,1_2119_u,"Kind of makes you feel more alive, doesn't it?",PERSON,BBT,1,PRO
1_213,1_213_c_00,"You know, I am not going to enjoy this party.",SHELDON,BBT,,
1_213,1_213_c_01,"I know, I'm familiar with you.",LEONARD,BBT,,
1_213,1_213_c_02,"The last department party, Professor Finkleday cornered me and talked about spelunking for 45 minutes.",SHELDON,BBT,,
1_213,1_213_c_03,"Yes, I was there.",LEONARD,BBT,,
1_213,1_213_c_04,You know what's interesting about caves?,SHELDON,BBT,,
1_213,1_213_c_05,What?,LEONARD,BBT,,
1_213,1_213_c_06,Nothing.,SHELDON,BBT,,
1_213,1_213_c_07,"Then we'll avoid him, we'll meet the new department head, congratulate him, shake his hand and go.",LEONARD,BBT,,
1_213,1_213_u,"How's this? ""Pleased to meet you, Dr. Gablehauser. ""How fortunate for you that the university's ""chosen to hire you, despite the fact ""that you've done no original research in 25 years, ""and instead have written a series of popular books ""that reduce the great concepts of science ""to a series of anecdotes, ""each one dumbed down to accommodate the duration ""of an average bowel movement.",SHELDON,BBT,1,EMB
1_2198,1_2198_c_00,"See, by attaching RFID tags to my clothing, it will enable my laptop to read and identify the items with this wand.",SHELDON,BBT,,
1_2198,1_2198_c_01,"I will then cross-reference them against destination, anticipated activity spectrum, weather conditions, duration of trip, et cetera.",SHELDON,BBT,,
